"status"	"copyright"	"response.docs.web_url"	"response.docs.snippet"	"response.docs.lead_paragraph"	"response.docs.abstract"	"response.docs.print_page"	"response.docs.source"	"response.docs.pub_date"	"response.docs.document_type"	"response.docs.news_desk"	"response.docs.section_name"	"response.docs.subsection_name"	"response.docs.type_of_material"	"response.docs._id"	"response.docs.word_count"	"response.docs.uri"	"response.docs.headline.main"	"response.docs.headline.kicker"	"response.docs.headline.content_kicker"	"response.docs.headline.print_headline"	"response.docs.headline.name"	"response.docs.headline.seo"	"response.docs.headline.sub"	"response.docs.byline.original"	"response.docs.byline.organization"	"response.meta.hits"	"response.meta.offset"	"response.meta.time"
"1174"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2015/10/07/world/europe/stuttgart-embraces-migrants-and-the-challenge-of-housing-them.html"	"Migration has long been an engine of growth for the German city, and integration the bedrock of civic pride. But problems include a dearth of affordable housing."	"STUTTGART, Germany — With arson attacks on refugee camps and resistance from Chancellor Angela Merkel’s own political partners, it’s not hard to find doomsayers predicting trouble for German cities absorbing asylum seekers. But in this peaceful and pragmatic city, synonymous with German know-how and corporate giants like Bosch, Porsche and Mercedes, it is possible to glimpse something else: a rosier future."	"Migration has long been an engine of growth for the German city, and integration the bedrock of civic pride. But problems include a dearth of affordable housing."	"1"	"The New York Times"	"2015-10-06T19:06:04+0000"	"article"	"Foreign"	"World"	"Europe"	"News"	"nyt://article/01c92905-1afc-5e41-98a5-1f15c67e8088"	1226	"nyt://article/01c92905-1afc-5e41-98a5-1f15c67e8088"	"Stuttgart Struggles to House the Migrants It Embraces"	"Critic's Notebook"	NA	"Stuttgart Has Long Made a Place for Migrants "	NA	NA	NA	"By Michael Kimmelman"	NA	1459	1170	63
"1175"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2015/05/12/world/europe/migrants-mediterranean-italy-european-commission.html"	"The proposal, which has not been finalized and requires national governments’ approval, is being supported by Germany and Mediterranean member states."	"LONDON — As Europe struggles to address a worsening migration crisis, the executive arm of the European Union is expected this week to submit a proposal to distribute migrants across the 28-member bloc, officials said on Monday, a plan that would encounter fierce resistance from some national governments."	"The proposal, which has not been finalized and requires national governments’ approval, is being supported by Germany and Mediterranean member states."	NA	"The New York Times"	"2015-05-11T13:02:36+0000"	"article"	"Foreign"	"World"	"Europe"	"News"	"nyt://article/37b7e6c1-8256-59e5-bc31-a38539c212c8"	503	"nyt://article/37b7e6c1-8256-59e5-bc31-a38539c212c8"	"European Commission Prepares Plan to Distribute Migrants Across E.U."	NA	NA	NA	NA	NA	NA	"By Dan Bilefsky"	NA	1459	1170	63
"1176"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2015/09/12/world/europe/images-of-mistreatment-of-migrants-in-hungary-prompt-investigations.html"	"Hungarian police are investigating two cases prompted by social media images that appear to show the abuse of migrants."	"Hungarian officials opened a police investigation on Friday into conditions at a migrant camp near the country’s border with Serbia, as video circulated on social networks showing officers throwing food to detainees held in pens."	"Hungarian police are investigating two cases prompted by social media images that appear to show the abuse of migrants."	NA	"The New York Times"	"2015-09-11T17:46:32+0000"	"article"	"Foreign"	"World"	"Europe"	"News"	"nyt://article/aaa16523-22f0-55f3-a0d6-ce6e2ea9bfc0"	814	"nyt://article/aaa16523-22f0-55f3-a0d6-ce6e2ea9bfc0"	"As Hungarian Camerawoman Apologizes, Video of Food Tossed at Penned Migrants Stirs Fresh Outrage"	"Open Source"	NA	"As Hungarian Camerawoman Apologizes, Video of Food Tossed at Penned Migrants Stirs Fresh Outrage"	NA	NA	NA	"By Robert Mackey"	NA	1459	1170	63
"1177"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2015/10/02/world/europe/syrian-refugee-crisis-tests-british-compassion.html"	"As migrants press for sanctuary in the European Union, Britons may pull further away and vote to leave the bloc in a referendum to be held by 2017."	"CRACKINGTON HAVEN, England — The Atlantic Ocean pounds a shingled beach below massive cliffs that resemble some great fortress. But even here, in this remote cranny of Cornwall in southwest England, intimations of a distant tumult prise their way through the ramparts."	"As migrants press for sanctuary in the European Union, Britons may pull further away and vote to leave the bloc in a referendum to be held by 2017."	NA	"The New York Times"	"2015-10-01T14:35:08+0000"	"article"	"Foreign"	"World"	"Europe"	"News"	"nyt://article/7ef45502-351a-5812-b06a-4be5ab2c8a3e"	635	"nyt://article/7ef45502-351a-5812-b06a-4be5ab2c8a3e"	"Syrian Refugee Crisis Tests British Compassion"	"Letter From Europe"	NA	"Refugee Crisis Strains Limits of Compassion in Britain"	NA	NA	NA	"By Alan Cowell"	NA	1459	1170	63
"1178"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2015/08/03/opinion/the-real-eurotunnel-crisis.html"	"Instead of stoking fears, Britain and France must be far more welcoming to desperate refugees."	"Europe’s failed policies on migration are claiming new victims. And this time, instead of drowning when rickety boats go down in the Mediterranean — nearly 2,000 people have drowned so far this year— migrants are dying on European soil. Since the beginning of June, 10 have died near Calais, France, trying to hitch a clandestine ride through the Eurotunnel to Britain, their dream destination. In the face of this determined desperation — and disruption of a transportation link for tourists and goods — Britain and France have reacted with undisguised hostility, in sharp contrast to more welcoming nations like Italy and Greece."	"Instead of stoking fears, Britain and France must be far more welcoming to desperate refugees."	NA	"International New York Times"	"2015-08-02T21:24:34+0000"	"article"	"Editorial"	"Opinion"	NA	"Editorial"	"nyt://article/1514d3d3-bb12-5358-8302-965af6391a9a"	391	"nyt://article/1514d3d3-bb12-5358-8302-965af6391a9a"	"The Real Eurotunnel Crisis"	"Editorial"	NA	"The Real Eurotunnel Crisis"	NA	NA	NA	"By The Editorial Board"	"The Editorial Board"	1459	1170	63
"1179"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2015/11/17/opinion/paris-and-europes-anti-refugee-backlash.html"	"How the attacks will change the politics of asylum policy in Europe."	"Berlin — IN Europe, it took the right and the extreme right just hours to turn the terrible events of Paris into political fodder: On Saturday afternoon in France, Laurent Wauquiez, secretary general of the Republicans, the conservative party of former president Nicolas Sarkozy, demanded detention camps for some 4,000 people in France considered potential terrorists by the authorities."	"How the attacks will change the politics of asylum policy in Europe."	"23"	"The New York Times"	"2015-11-16T23:45:01+0000"	"article"	"OpEd"	"Opinion"	NA	"Op-Ed"	"nyt://article/e08649e2-bbfe-599c-9c9f-05f89b95b1c2"	843	"nyt://article/e08649e2-bbfe-599c-9c9f-05f89b95b1c2"	"Paris and Europe’s Anti-Refugee Backlash"	"Contributing Op-Ed Writer"	NA	"Paris Changes Everything"	NA	NA	NA	"By Anna Sauerbrey"	NA	1459	1170	63
"1180"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2015/09/12/world/europe/hungary-migrants-refugees.html"	"Widely seen video of ugly incidents has obscured daily examples of kindness during an overwhelming rush across the border, officials say."	"BUDAPEST — More than 170,000 migrants have crossed the border of Hungary so far this year, taxing its police, transportation system, commerce and finances. With all that, the image that is likely to linger is that of a Hungarian camerawoman sticking out her foot to trip a migrant carrying his young daughter as they ran from the police."	"Widely seen video of ugly incidents has obscured daily examples of kindness during an overwhelming rush across the border, officials say."	"8"	"The New York Times"	"2015-09-11T20:15:20+0000"	"article"	"Foreign"	"World"	"Europe"	"News"	"nyt://article/4d193409-ba3b-5013-a6cc-bf5d0eb75687"	938	"nyt://article/4d193409-ba3b-5013-a6cc-bf5d0eb75687"	"Hungarians Say Images of Harshness Toward Migrants Are Unfair"	NA	NA	"Perception of Harshness Toward Needy Refugees Is Unfair, Hungary Says"	NA	NA	NA	"By Palko Karasz and Helene Bienvenu"	NA	1459	1170	63
"1181"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/interactive/2016/03/21/world/americas/cuba-united-states-timeline-pictures.html"	"President Obama’s visit to Cuba heralds the end of decades of enmity and hostility between that country and the United States."	"President Obama’s visit to Cuba heralds the end of decades of enmity and hostility between that country and the United States."	"President Obama’s visit to Cuba heralds the end of decades of enmity and hostility between that country and the United States."	NA	"The New York Times"	"2016-03-21T16:17:18+0000"	"multimedia"	"World"	"World"	"Americas"	"Interactive Feature"	"nyt://interactive/a85a5cc3-0143-5c55-86a7-4a6729c1a0f4"	0	"nyt://interactive/a85a5cc3-0143-5c55-86a7-4a6729c1a0f4"	"The Last Thaw: U.S.-Cuban Relations in Pictures"	NA	NA	NA	NA	NA	NA	"By RUSSELL GOLDMAN and DAMIEN CAVE"	NA	1459	1180	49
"1182"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2015/09/17/world/europe/europe-refugees-migrants-rules.html"	"Two European policies that loom large in the current crisis are often obscured by the shorthand — “Schengen” and the “Dublin Regulation” — used to refer to them."	"The migrant crisis in Europe has been greatly complicated by the Continent’s incomplete integration, as national interests and political attitudes toward the newcomers have clashed with Europewide policies and initiatives that have been among the Continent’s most significant political achievements."	"Two European policies that loom large in the current crisis are often obscured by the shorthand — “Schengen” and the “Dublin Regulation” — used to refer to them."	"12"	"The New York Times"	"2015-09-16T12:35:03+0000"	"article"	"Foreign"	"World"	"Europe"	"News"	"nyt://article/54e08564-3c27-5533-82a2-f31d9ae9f837"	763	"nyt://article/54e08564-3c27-5533-82a2-f31d9ae9f837"	"Explaining the Rules for Migrants: Borders and Asylum"	NA	NA	"What Europe’s Schengen and Dublin Rules Mean for Migrants"	NA	NA	NA	NA	NA	1459	1180	49
"1183"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2015/11/17/opinion/paris-and-europes-anti-refugee-backlash.html"	"How the attacks will change the politics of asylum policy in Europe."	"Berlin — IN Europe, it took the right and the extreme right just hours to turn the terrible events of Paris into political fodder: On Saturday afternoon in France, Laurent Wauquiez, secretary general of the Republicans, the conservative party of former president Nicolas Sarkozy, demanded detention camps for some 4,000 people in France considered potential terrorists by the authorities."	"How the attacks will change the politics of asylum policy in Europe."	"23"	"The New York Times"	"2015-11-16T23:45:01+0000"	"article"	"OpEd"	"Opinion"	NA	"Op-Ed"	"nyt://article/e08649e2-bbfe-599c-9c9f-05f89b95b1c2"	843	"nyt://article/e08649e2-bbfe-599c-9c9f-05f89b95b1c2"	"Paris and Europe’s Anti-Refugee Backlash"	"Contributing Op-Ed Writer"	NA	"Paris Changes Everything"	NA	NA	NA	"By Anna Sauerbrey"	NA	1459	1180	49
"1184"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2015/05/10/world/europe/rift-forms-in-germany-over-asylum.html"	"Taking in asylum seekers in Germany has infused Roman Catholic and Protestant churches with a newfound sense of social purpose, but the government considers the practice illegal."	"TUTZING, Germany — A bronze statue of St. Joseph, bending protectively over the Holy Family, stands at the center of a bubbling fountain outside the St. Joseph Church in this Bavarian village."	"Taking in asylum seekers in Germany has infused Roman Catholic and Protestant churches with a newfound sense of social purpose, but the government considers the practice illegal."	"4"	"The New York Times"	"2015-05-09T18:39:27+0000"	"article"	"Foreign"	"World"	"Europe"	"News"	"nyt://article/74c92ce1-23ab-5c00-9044-4b790110975e"	1244	"nyt://article/74c92ce1-23ab-5c00-9044-4b790110975e"	"Rift Forms in Germany Over Asylum"	NA	NA	"Rift Forms in Germany Over Asylum "	NA	NA	NA	"By Melissa Eddy"	NA	1459	1180	49
"1185"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2015/08/24/nyregion/border-crisis-shifts-as-undocumented-childrens-cases-overwhelm-courts.html"	"After fleeing violence in their Central American homelands, thousands of minors are crowding courtrooms in New York City and Long Island that are ill equipped to handle the volume."	"Wearing Vans shoes and rubber-band bracelets, hair gel and shy smiles, the brothers Brayan and José looked like typical teenagers."	"After fleeing violence in their Central American homelands, thousands of minors are crowding courtrooms in New York City and Long Island that are ill equipped to handle the volume."	"13"	"The New York Times"	"2015-08-23T12:29:49+0000"	"article"	"Metro"	"New York"	NA	"News"	"nyt://article/32179f2b-e036-5cf4-811e-7da8b2f413ca"	1899	"nyt://article/32179f2b-e036-5cf4-811e-7da8b2f413ca"	"Immigration Crisis Shifts From Border to Courts"	NA	NA	"Immigration Crisis Shifts From Border to Courts"	NA	NA	NA	"By Liz Robbins"	NA	1459	1180	49
"1186"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2015/09/13/world/europe/eastern-europe-migrant-refugee-crisis.html"	"Eastern Europe's resistance to taking in migrants is the latest evidence of the stubborn cultural and political divides that persist between East and West."	"WARSAW — Even though the former Communist countries of Central and Eastern Europe have been asked to accept just a tiny fraction of the refugees that Germany and other nations are taking, their fierce resistance now stands as the main impediment to a unified European response to the crisis."	"Eastern Europe's resistance to taking in migrants is the latest evidence of the stubborn cultural and political divides that persist between East and West."	"1"	"The New York Times"	"2015-09-12T15:59:52+0000"	"article"	"Foreign"	"World"	"Europe"	"News"	"nyt://article/f2fe8cbf-5508-52dc-817f-3077addb6696"	1529	"nyt://article/f2fe8cbf-5508-52dc-817f-3077addb6696"	"Eastern Bloc’s Resistance to Refugees Highlights Europe’s Cultural and Political Divisions"	NA	NA	"Eastern Europe Balking at Aid for Migrants"	NA	NA	NA	"By Rick Lyman"	NA	1459	1180	49
"1187"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2015/09/19/opinion/nikos-konstandaras-europes-dangerous-ambivalence.html"	"It’s election time again in Greece, where the continuing economic crisis and the influx of refugees reflect the same fundamental structural paradox."	"ATHENS — FOR the first time in years, Greece’s debt problem and the challenge this poses to the eurozone’s integrity have been upstaged — pushed aside by the surge of refugees entering the European Union, most of them through Greek islands just off the Turkish coast. For us Greeks, however, as we prepare to vote on Sunday in our second national election this year, the prospect of our political impasse continuing makes us almost oblivious to the human river flowing northward through our country."	"It’s election time again in Greece, where the continuing economic crisis and the influx of refugees reflect the same fundamental structural paradox."	NA	"The New York Times"	"2015-09-18T10:51:53+0000"	"article"	"OpEd"	"Opinion"	NA	"Op-Ed"	"nyt://article/c3f4160a-ca75-5d31-bc4b-f7162bfa1850"	989	"nyt://article/c3f4160a-ca75-5d31-bc4b-f7162bfa1850"	"Europe’s Dangerous Ambivalence"	"Contributing Op-Ed Writer"	NA	NA	NA	NA	NA	"By Nikos Konstandaras"	NA	1459	1180	49
"1188"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2015/09/20/world/europe/thousands-flood-into-austria-as-refugees-are-bounced-around-europe.html"	"The migrants poured into Austria on Saturday after being bounced around the Balkans, as Hungary grudgingly allowed at least 11,000 to enter from Croatia."	"LONDON — Thousands of migrants poured into Austria on Saturday after being bounced around countries overwhelmed by their arrival and insistent that they keep moving. "	"The migrants poured into Austria on Saturday after being bounced around the Balkans, as Hungary grudgingly allowed at least 11,000 to enter from Croatia."	"14"	"The New York Times"	"2015-09-19T20:58:22+0000"	"article"	"Foreign"	"World"	"Europe"	"News"	"nyt://article/726e6c7e-4699-52c0-b775-bacf069ef8c0"	1122	"nyt://article/726e6c7e-4699-52c0-b775-bacf069ef8c0"	"Thousands of Migrants Flood Into Austria"	NA	NA	"Thousands Flood Into Austria as Migrants Are Bounced Around Europe"	NA	NA	NA	"By Sewell Chan and Palko Karasz"	NA	1459	1180	49
"1189"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2015/11/20/world/americas/migrants-attempts-to-enter-us-via-mexico-stoke-fears-about-jihadists.html"	"Federal officials said the migrants — from Syria, Pakistan and Afghanistan — appeared to have no radical intentions, but the episodes added to concerns after the Paris attacks."	"In quick succession this week, three small groups of people, from Syria, Pakistan and Afghanistan, have reportedly tried to enter the United States through the border with Mexico, fanning fears that violent jihadists could make their way into the country."	"Federal officials said the migrants — from Syria, Pakistan and Afghanistan — appeared to have no radical intentions, but the episodes added to concerns after the Paris attacks."	"10"	"The New York Times"	"2015-11-20T01:37:31+0000"	"article"	"Foreign"	"World"	"Americas"	"News"	"nyt://article/264c27cc-75a3-54af-b8f6-841bdcc46723"	847	"nyt://article/264c27cc-75a3-54af-b8f6-841bdcc46723"	"Migrants’ Attempts to Enter U.S. via Mexico Stoke Fears About Jihadists"	NA	NA	"Migrants&#8217; Attempts to Enter U.S. via Mexico Stoke Fears About Jihadists"	NA	NA	NA	"By Richard Pérez-Peña"	NA	1459	1180	49
"1190"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2015/09/15/world/europe/numbers-of-migrants-and-unrest-prompted-germanys-border-controls.html"	"Although not unprecedented, the step dealt a blow to European pride in freedom of movement — and signaled that Germany’s patience was spent."	"BERLIN — After a full week of record arrivals, Munich appeared dangerously close on Saturday to missing its pledge to provide a bed for every migrant heading its way. The police appealed to the public for donations of blankets and camping mattresses. Cookies and water would be welcome, too."	"Although not unprecedented, the step dealt a blow to European pride in freedom of movement — and signaled that Germany’s patience was spent."	"10"	"The New York Times"	"2015-09-15T00:27:25+0000"	"article"	"Foreign"	"World"	"Europe"	"News"	"nyt://article/d38bf54d-6c61-53fa-b903-24da82757fbb"	1033	"nyt://article/d38bf54d-6c61-53fa-b903-24da82757fbb"	"Numbers of Migrants and Unrest Prompted Germany’s Border Controls"	NA	NA	"Sheer Numbers and Fear of Unrest Prompted Germany&#8217;s Border Controls"	NA	NA	NA	"By Alison Smale and Melissa Eddy"	NA	1459	1180	49
"1191"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2016/01/10/world/americas/cubans-fearing-loss-of-favored-status-in-us-rush-to-make-an-arduous-journey.html"	"Worried that an advantage in immigration law may end as the United States restores relations with their country, many Cubans have rushed off the island, only to be stalled in Central America."	"LA CRUZ, Costa Rica — In Gretchen López’s slumber, during whatever winks of sleep she could get in a crowded open air shelter, she dreamed she was sending money to her mother in Cuba to renovate her crumbling house and buy delicious food."	"Worried that an advantage in immigration law may end as the United States restores relations with their country, many Cubans have rushed off the island, only to be stalled in Central America."	"8"	"The New York Times"	"2016-01-09T23:24:46+0000"	"article"	"Foreign"	"World"	"Americas"	"News"	"nyt://article/34fa3e63-8c6b-5bf3-bc5d-3ef130183566"	1410	"nyt://article/34fa3e63-8c6b-5bf3-bc5d-3ef130183566"	"Cubans, Fearing Loss of Favored Status in U.S., Rush to Make an Arduous Journey"	NA	NA	"Fearing Shift in Status, Cubans Rush for Exits and U.S. "	NA	NA	NA	"By Frances Robles"	NA	1459	1190	82
"1192"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2015/09/15/world/europe/numbers-of-migrants-and-unrest-prompted-germanys-border-controls.html"	"Although not unprecedented, the step dealt a blow to European pride in freedom of movement — and signaled that Germany’s patience was spent."	"BERLIN — After a full week of record arrivals, Munich appeared dangerously close on Saturday to missing its pledge to provide a bed for every migrant heading its way. The police appealed to the public for donations of blankets and camping mattresses. Cookies and water would be welcome, too."	"Although not unprecedented, the step dealt a blow to European pride in freedom of movement — and signaled that Germany’s patience was spent."	"10"	"The New York Times"	"2015-09-15T00:27:25+0000"	"article"	"Foreign"	"World"	"Europe"	"News"	"nyt://article/d38bf54d-6c61-53fa-b903-24da82757fbb"	1033	"nyt://article/d38bf54d-6c61-53fa-b903-24da82757fbb"	"Numbers of Migrants and Unrest Prompted Germany’s Border Controls"	NA	NA	"Sheer Numbers and Fear of Unrest Prompted Germany&#8217;s Border Controls"	NA	NA	NA	"By Alison Smale and Melissa Eddy"	NA	1459	1190	82
"1193"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2015/10/02/world/europe/despite-shrinking-populations-eastern-europe-resists-accepting-migrants.html"	"The perceived threat of immigration resonates in the region, and its failing economies and corrupt governments make it unattractive to migrants in any case."	"SOFIA, Bulgaria — In Germany, the arrival of an expected one million migrants this year is being sold to sometimes reluctant citizens, in part, as a way to inject  more economic vigor into an aging country whose population is expected to decline 8 percent in the next few decades."	"The perceived threat of immigration resonates in the region, and its failing economies and corrupt governments make it unattractive to migrants in any case."	"4"	"The New York Times"	"2015-10-02T00:52:51+0000"	"article"	"Foreign"	"World"	"Europe"	"News"	"nyt://article/5d54bb3e-75f4-5d35-877c-96d5b1234694"	1462	"nyt://article/5d54bb3e-75f4-5d35-877c-96d5b1234694"	"Despite Shrinking Populations, Eastern Europe Resists Accepting Migrants"	NA	NA	"Eastern Europe, Despite Shrinking, Resists Migrants"	NA	NA	NA	"By Rick Lyman"	NA	1459	1190	82
"1194"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2015/10/19/world/europe/refugees-face-winter-as-new-danger-for-europe-migration.html"	"Cold weather and closing borders are complicating the arduous path from Syria and other war-torn nations into the heart of Western Europe."	"OPATOVAC, Croatia — The migrants coming into Europe through the Western Balkans in recent months have been resourceful and adaptable enough to slip around unfriendly police officers, raging rivers, hostile borders and razor-wire fences. But there is one thing they cannot evade, and that is the looming winter."	"Cold weather and closing borders are complicating the arduous path from Syria and other war-torn nations into the heart of Western Europe."	"1"	"The New York Times"	"2015-10-19T00:55:31+0000"	"article"	"Foreign"	"World"	"Europe"	"News"	"nyt://article/7a0a723c-0314-5e3b-81af-ddffcc852aa2"	1217	"nyt://article/7a0a723c-0314-5e3b-81af-ddffcc852aa2"	"Winter Poses New Danger for Migrants"	NA	NA	"Winter Poses New Danger for Migrants"	NA	NA	NA	"By Rick Lyman"	NA	1459	1190	82
"1195"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2015/09/15/world/europe/europe-migrants-germany.html"	"The restrictions, aimed at slowing the influx of migrants, pointed to Europe’s intensifying struggle to deal with the humanitarian crisis."	"BERLIN — Austria, Slovakia and the Netherlands introduced border controls on Monday, as Germany’s decision over the weekend to set up checks began to ripple across a bloc struggling to deal with the influx of migrants coming to the Continent."	"The restrictions, aimed at slowing the influx of migrants, pointed to Europe’s intensifying struggle to deal with the humanitarian crisis."	NA	"The New York Times"	"2015-09-14T09:52:59+0000"	"article"	"Foreign"	"World"	"Europe"	"News"	"nyt://article/697fa7de-5d63-55f6-b8b8-642413699a24"	1059	"nyt://article/697fa7de-5d63-55f6-b8b8-642413699a24"	"Austria, Slovakia and the Netherlands Introduce Border Controls"	NA	NA	NA	NA	NA	NA	"By Melissa Eddy and Dan Bilefsky"	NA	1459	1190	82
"1196"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2015/10/23/world/europe/3-thought-to-be-right-wing-extremists-arrested-in-bavaria-germany.html"	"Word of the detentions came as German authorities warned against a rise in attacks on shelters for some of the thousands of refugees who have been entering the country."	"BERLIN — The police in Bavaria picked up 13 people and seized a cache of weapons, including detonators, in a series of raids that may have disrupted a suspected plot by right-wing extremists to attack some of the refugees now pouring into Germany, the authorities said on Thursday."	"Word of the detentions came as German authorities warned against a rise in attacks on shelters for some of the thousands of refugees who have been entering the country."	"8"	"The New York Times"	"2015-10-22T11:52:16+0000"	"article"	"Foreign"	"World"	"Europe"	"News"	"nyt://article/5a1172f1-07b0-542a-bb2c-97aff0ae15a5"	808	"nyt://article/5a1172f1-07b0-542a-bb2c-97aff0ae15a5"	"13 in Custody in Germany in Possible Plot to Attack Refugees"	NA	NA	"World Briefing | Europe; Germany: Anti-Refugee Plot Disrupted, Officials Say"	NA	NA	NA	"By Alison Smale"	NA	1459	1190	82
"1197"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2015/09/02/world/europe/for-thousands-of-exhausted-migrants-a-journeys-end-in-munich.html"	"The men, women and children were met by the police who escorted them to their first step in Germany — registration with the bureaucracy."	"MUNICH — The journey for more than 2,000 migrants, who overcame border crossings, deprivation and erratic enforcement of European migration policies on a land route through southeastern Europe, ended Tuesday when the trains that had carried them from the Hungarian capital rolled into Munich’s vast main station."	"The men, women and children were met by the police who escorted them to their first step in Germany — registration with the bureaucracy."	NA	"The New York Times"	"2015-09-02T03:04:31+0000"	"article"	"Foreign"	"World"	"Europe"	"News"	"nyt://article/657a5f36-7377-54cc-a753-140b1cfa7133"	1262	"nyt://article/657a5f36-7377-54cc-a753-140b1cfa7133"	"For Thousands of Exhausted Migrants, a Journey’s End in Munich"	NA	NA	NA	NA	NA	NA	"By Emmarie Huetteman and Katarina Johannsen"	NA	1459	1190	82
"1198"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2015/09/26/opinion/hungarys-politics-of-hate.html"	"Prime Minister Orban is mounting a xenophobic and racist campaign to counter dwindling political support."	"BUDAPEST — While journalists flocked to cover the chaos at Budapest’s Keleti Station and thousands of refugees marched on foot along the M1 motorway toward the Austrian border, Viktor Orban, the prime minister of Hungary, was watching the Hungary-Romania soccer match from his V.I.P. box in the Budapest football stadium."	"Prime Minister Orban is mounting a xenophobic and racist campaign to counter dwindling political support."	NA	"International New York Times"	"2015-09-25T10:38:23+0000"	"article"	"OpEd"	"Opinion"	NA	"Op-Ed"	"nyt://article/13d3a704-cc7e-5daa-b972-c44b9602a0cf"	1032	"nyt://article/13d3a704-cc7e-5daa-b972-c44b9602a0cf"	"Hungary’s Politics of Hate"	"Op-Ed Contributor"	NA	"Hungary's Politics of Hate"	NA	NA	NA	"By Istvan Rev"	NA	1459	1190	82
"1199"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/interactive/2015/04/20/world/europe/surge-in-refugees-crossing-the-mediterranean-sea-maps.html"	"There were about 17 times as many refugee deaths from January to April this year as there were during the same period last year."	"There were about 17 times as many refugee deaths from January to April this year as there were during the same period last year."	"There were about 17 times as many refugee deaths from January to April this year as there were during the same period last year."	NA	"The New York Times"	"2015-04-20T20:02:48+0000"	"multimedia"	"World"	"World"	"Europe"	"Interactive Feature"	"nyt://interactive/1dc47641-219c-5136-9a93-510989e6ddbd"	0	"nyt://interactive/1dc47641-219c-5136-9a93-510989e6ddbd"	"What’s Behind the Surge in Refugees Crossing the Mediterranean Sea"	NA	NA	NA	NA	NA	NA	NA	NA	1459	1190	82
"1200"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2015/09/07/world/europe/pope-calls-on-europeans-to-house-refugees.html"	"Despite cheers of welcome in Germany, it remained unclear how Europe would deal with successive waves of people, for months or even years."	"HEGYESHALOM, Hungary — Throughout the day on Sunday, train after packed train arrived at this border town from Budapest, the passengers smoothly shifting to a gleaming Austrian train on the opposite side of the platform and being whisked on to Vienna and beyond — 13,000 of them in the first 36 hours after Hungary allowed throngs of refugees and migrants to travel toward Germany."	"Despite cheers of welcome in Germany, it remained unclear how Europe would deal with successive waves of people, for months or even years."	"1"	"The New York Times"	"2015-09-06T12:17:39+0000"	"article"	"Foreign"	"World"	"Europe"	"News"	"nyt://article/0c43fd13-d933-524c-9ba1-994392dae6c0"	1498	"nyt://article/0c43fd13-d933-524c-9ba1-994392dae6c0"	"As Europe Grasps for Answers, More Migrants Flood Its Borders"	NA	NA	"As Europe Grasps for Answers, More Migrants Flood Its Borders"	NA	NA	NA	"By Rick Lyman and Alison Smale"	NA	1459	1190	82
